OBJECTID,FID_ds2676,NVCSName,NVCSLevel,MapClass,MapClassCode,Original_2015,Original_2015_Code,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAlliance,NVCSGroup,NVCSMG,UID,Acres,Hectares,FID_ucdbuffer,Id,Code,SiteName,Slough,Descriptor,Status,Type,Notes,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area
38,6219,Frankenia salina,Alliance,Frankenia salina Herbaceous Alliance,8212200,Frankenia salina Alliance,320,25-50%,Not evident,0.5-1m,,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.500.00,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA06219,2.8498580,1.1532966,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,995.185388598594950,11531.580425493481000
39,6222,Frankenia salina,Alliance,Frankenia salina Herbaceous Alliance,8212200,Frankenia salina Alliance,320,25-50%,Not evident,0.5-1m,,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.500.00,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA06222,0.3234130,0.1308806,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,204.613669264402400,1308.649739937835900
40,6223,Frankenia salina,Alliance,Frankenia salina Herbaceous Alliance,8212200,Frankenia salina Alliance,320,50-75%,Not evident,<0.5m,,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.500.00,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA06223,1.1259469,0.4556545,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,665.421724813422090,4556.003980386844000
41,6225,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06225,0.0716691,0.0290034,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,147.009899429677800,290.001607148595890
42,6227,Frankenia salina,Alliance,Frankenia salina Herbaceous Alliance,8212200,Frankenia salina Alliance,320,50-75%,Not evident,<0.5m,G160620J,Field Checked (post map),Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.500.00,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA06227,1.7640052,0.7138675,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,536.292908973761770,7137.818102723789700
43,6535,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06535,0.3936850,0.1593187,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,72.522694921558085,149.908085573264690
44,6536,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06536,0.0046083,0.0018649,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,17.009881816189125,18.646668407296872
45,6557,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06557,2.0887167,0.8452736,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,970.562143337744030,8452.066266235338800
46,6592,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06592,3.6419709,1.4738533,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,1287.268186860509100,14736.657166054050000
47,6593,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA06593,0.7821221,0.3165136,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,350.042616160957150,3164.733677559683700
48,6817,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06817,0.0307715,0.0124528,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,53.061396307505376,124.516844124416830
49,6818,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06818,0.0270412,0.0109432,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,48.588530379012823,109.423006850559260
50,6857,Schoenoplectus californicus - Schoenoplectus acutus,Association,"Schoenoplectus (acutus, californicus) Mapping Unit",7111202,"Schoenoplectus (acutus, californicus) mu",116,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.114.01,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06857,0.7533645,0.3048758,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,125.645739708934310,390.320976244700830
51,6858,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06858,2.4038270,0.9727943,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,315.586615924114820,2117.242394559693800
52,6860,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06860,1.7340738,0.7017547,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,112.553223490433870,714.048786293819830
53,6861,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m,,Photo interpretation,Leveed (not tidal),3,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA06861,0.9677276,0.3916255,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,423.290903015757460,3240.891472454789400
54,6862,Schoenoplectus californicus - Schoenoplectus acutus,Association,"Schoenoplectus (acutus, californicus) Mapping Unit",7111202,"Schoenoplectus (acutus, californicus) mu",116,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.114.01,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06862,0.5206787,0.2107112,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,287.156527637207770,1559.439682288042100
55,6863,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06863,0.5539345,0.2241693,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,337.017199693604310,2241.514330318397700
56,6864,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06864,0.2528401,0.1023208,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,155.946816590900450,1023.126304499507100
57,6865,Sarcocornia pacifica - Cotula coronopifolia,Association,Salicornia pacifica - Cotula coronopifolia Association,8111307,Salicornia pacifica-Cotula coronopifolia Association,365,25-50%,Not evident,<0.5m,,Photo interpretation,Leveed (not tidal),3,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.16,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA06865,0.6359533,0.2573612,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,461.839984827351430,2573.406526855894800
58,6866,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis) Association",123,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06866,1.1114447,0.4497857,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,564.474721527629640,4406.474476958037500
59,6867,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06867,0.1070366,0.0433162,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,78.896679246087146,433.127814606909790
60,6869,Schoenoplectus californicus - Schoenoplectus acutus,Association,"Schoenoplectus (acutus, californicus) Mapping Unit",7111202,"Schoenoplectus (acutus, californicus) mu",116,25-50%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.114.01,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06869,0.5277064,0.2135552,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,486.169978090044880,2135.381760697760000
61,6870,Sarcocornia pacifica - Cotula coronopifolia,Association,Salicornia pacifica - Cotula coronopifolia Association,8111307,Salicornia pacifica-Cotula coronopifolia Association,365,25-50%,Not evident,<0.5m,,Photo interpretation,Leveed (not tidal),3,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.16,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA06870,0.7104924,0.2875261,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,350.184851186407340,2875.031005880481200
62,6910,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,0.5-1m,,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA06910,1.3516629,0.5469986,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,527.610855938123560,5469.361558859570300
63,6920,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Not evident,<0.5m,,Photo interpretation,Leveed (not tidal),3,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA06920,0.5994778,0.2426000,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,171.655613200065890,613.266512946651350
64,6955,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,25-50%,Not evident,1-2m,,Photo interpretation,Tidal,4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA06955,1.0768945,0.4358038,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,724.803143190561850,4357.488213539276300
65,7227,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07227,1.6821033,0.6807231,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,1159.159870263913300,6806.471725950843400
66,7228,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07228,2.6411347,1.0688293,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,737.424452315271200,10687.096225019675000
67,7229,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07229,1.0681195,0.4322526,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,289.147267881788930,4322.044174084657200
68,7230,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07230,0.0621126,0.0251361,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,57.394973238658096,251.332067895779910
69,7231,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07231,0.0736133,0.0297903,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,63.750328929834446,297.869372552588630
70,7232,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07232,0.0711267,0.0287839,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,61.460199279949414,287.806958237741870
71,7233,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07233,0.2084063,0.0843391,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,106.138677877737350,843.295288028678900
72,7234,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07234,0.0215827,0.0087342,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,35.157269266070848,87.331887164454642
73,7235,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07235,0.0830061,0.0335914,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,69.401883275137664,335.875852448159380
74,7236,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07236,0.8083677,0.3271348,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,216.952910421981100,3270.980937709448000
75,7377,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07377,0.4007984,0.1621974,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,149.856072670919930,1621.770206189393800
76,7390,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,10-25%,Not evident,1-2m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07390,0.6249622,0.2529132,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,407.870329985159340,2310.485744435499300
77,7444,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07444,12.3259945,4.9881530,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,2489.719852928940300,49643.518675593070000
78,7497,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07497,0.0513143,0.0207662,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,54.030415043881547,207.638132703169190
79,7498,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07498,0.0098117,0.0039706,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,24.736830408311878,39.702026491736234
80,7499,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07499,0.0458757,0.0185652,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,49.971984895574963,185.632150019611090
81,7500,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07500,0.0391108,0.0158276,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,47.695605026410547,158.257751264862970
82,7501,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07501,0.0380296,0.0153900,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,47.384428423125655,153.882920650306940
83,7502,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA07502,0.2380978,0.0963548,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,113.570924675354730,963.439788332917370
